Datum	Zuletzt	Vol.
14.06.2018	6.647,1	201,54K
13.06.2018	6.312,3	237,48K
12.06.2018	6.558,2	178,26K
11.06.2018	6.885,9	174,88K
10.06.2018	6.775,1	275,69K
09.06.2018	7.515,8	97,56K
08.06.2018	7.622,1	112,88K
07.06.2018	7.697,8	124,00K
06.06.2018	7.661,0	130,66K
05.06.2018	7.631,5	145,23K
04.06.2018	7.504,3	141,01K
03.06.2018	7.729,3	116,68K
02.06.2018	7.646,6	121,18K
01.06.2018	7.530,8	135,92K
31.05.2018	7.502,6	144,52K
30.05.2018	7.400,1	140,37K
29.05.2018	7.467,7	186,97K
28.05.2018	7.119,3	152,29K
27.05.2018	7.366,7	103,29K
26.05.2018	7.361,3	103,07K
25.05.2018	7.477,7	161,82K
24.05.2018	7.592,9	211,11K
23.05.2018	7.512,3	237,60K
22.05.2018	8.006,0	137,51K
21.05.2018	8.403,3	115,52K
20.05.2018	8.529,0	113,76K
19.05.2018	8.245,1	107,89K
18.05.2018	8.245,7	150,32K
17.05.2018	8.063,0	154,36K
16.05.2018	8.344,4	188,03K
15.05.2018	8.477,0	179,62K
14.05.2018	8.674,1	212,05K
13.05.2018	8.693,5	149,80K
12.05.2018	8.459,5	210,87K
11.05.2018	8.408,3	270,62K
10.05.2018	9.025,7	152,71K
09.05.2018	9.319,1	147,89K
08.05.2018	9.196,4	157,45K
07.05.2018	9.431,6	165,08K
06.05.2018	9.656,4	150,95K
05.05.2018	9.853,5	158,45K
04.05.2018	9.708,6	161,55K
03.05.2018	9.749,7	201,18K
02.05.2018	9.243,2	137,48K
01.05.2018	9.074,9	173,35K
30.04.2018	9.245,1	156,83K
29.04.2018	9.415,1	184,72K
28.04.2018	9.352,4	199,78K
27.04.2018	8.940,9	184,91K
26.04.2018	9.287,0	248,39K
25.04.2018	8.873,1	395,67K
24.04.2018	9.645,3	260,79K
23.04.2018	8.952,8	147,54K
22.04.2018	8.806,7	161,89K
21.04.2018	8.923,1	206,01K
20.04.2018	8.867,0	225,96K
19.04.2018	8.290,8	155,08K
18.04.2018	8.178,4	163,26K
17.04.2018	7.908,6	162,59K
16.04.2018	8.070,0	197,70K
15.04.2018	8.363,6	160,26K
14.04.2018	8.004,4	164,71K
13.04.2018	7.887,4	296,95K
12.04.2018	7.926,6	398,30K
11.04.2018	6.962,1	142,07K
10.04.2018	6.854,8	134,23K
09.04.2018	6.781,9	241,19K
08.04.2018	7.030,5	132,51K
07.04.2018	6.905,7	177,10K
06.04.2018	6.624,3	174,90K
05.04.2018	6.782,0	221,70K
04.04.2018	6.808,9	239,51K
03.04.2018	7.424,2	230,80K
02.04.2018	7.068,4	199,31K
01.04.2018	6.825,2	257,53K
31.03.2018	6.938,2	245,30K
30.03.2018	6.853,7	417,31K
29.03.2018	7.129,2	348,75K
28.03.2018	7.954,9	167,36K
27.03.2018	7.801,7	223,10K
26.03.2018	8.143,5	247,18K
25.03.2018	8.473,2	149,52K
24.03.2018	8.547,4	177,43K
23.03.2018	8.916,8	210,11K
22.03.2018	8.726,2	223,01K
21.03.2018	8.905,9	218,19K
20.03.2018	8.912,6	253,44K
19.03.2018	8.616,8	316,96K
18.03.2018	8.201,2	348,02K
17.03.2018	7.874,9	208,05K
16.03.2018	8.289,2	236,13K
15.03.2018	8.264,4	326,53K
14.03.2018	8.210,6	305,45K
13.03.2018	9.154,9	239,46K
12.03.2018	9.137,4	257,91K
11.03.2018	9.529,6	266,59K
10.03.2018	8.762,0	198,73K
09.03.2018	9.217,0	371,46K
08.03.2018	9.300,0	256,26K
07.03.2018	9.902,9	284,54K
06.03.2018	10.675,1	230,65K
05.03.2018	11.330,6	162,11K
04.03.2018	11.416,5	156,40K
03.03.2018	11.402,3	172,20K
02.03.2018	10.827,7	201,69K
01.03.2018	10.904,5	188,77K
28.02.2018	10.333,9	215,22K
27.02.2018	10.594,4	202,58K
26.02.2018	10.285,1	235,94K
25.02.2018	9.585,2	196,49K
24.02.2018	9.704,3	239,16K
23.02.2018	10.170,4	271,50K
22.02.2018	9.841,7	316,63K
21.02.2018	10.473,0	327,14K
20.02.2018	11.238,7	267,56K
19.02.2018	11.169,4	215,20K
18.02.2018	10.398,8	288,91K
17.02.2018	11.073,5	224,76K
16.02.2018	10.178,7	206,44K
15.02.2018	10.037,3	291,28K
14.02.2018	9.476,3	246,88K
13.02.2018	8.539,2	195,87K
12.02.2018	8.903,5	238,67K
11.02.2018	8.081,9	236,20K
10.02.2018	8.559,6	263,53K
09.02.2018	8.699,8	233,94K
08.02.2018	8.164,2	296,10K
07.02.2018	7.594,7	445,62K
06.02.2018	7.701,2	886,88K
05.02.2018	6.938,5	593,89K
04.02.2018	8.222,2	280,94K
03.02.2018	9.241,1	248,71K
02.02.2018	8.893,2	519,40K
01.02.2018	9.181,1	358,40K
31.01.2018	10.265,4	208,47K
30.01.2018	10.166,0	264,72K
29.01.2018	11.244,8	137,42K
28.01.2018	11.795,1	154,63K
27.01.2018	11.467,5	163,49K
26.01.2018	11.118,1	253,91K
25.01.2018	11.203,0	181,81K
24.01.2018	11.452,3	136,06K
23.01.2018	10.903,2	188,37K
22.01.2018	10.864,8	201,73K
21.01.2018	11.594,9	206,96K
20.01.2018	12.858,9	143,90K
19.01.2018	11.580,2	170,74K
18.01.2018	11.245,4	242,45K
17.01.2018	11.192,3	361,80K
16.01.2018	11.362,0	317,10K
15.01.2018	13.697,5	73,27K
14.01.2018	13.695,2	85,12K
13.01.2018	14.292,2	61,14K
12.01.2018	13.886,7	82,37K
11.01.2018	13.535,4	167,81K
10.01.2018	15.043,0	87,07K
09.01.2018	14.778,5	71,40K
08.01.2018	14.976,2	142,45K
07.01.2018	16.228,2	79,01K
06.01.2018	17.172,3	83,93K
05.01.2018	16.954,8	141,96K
04.01.2018	15.180,1	110,97K
03.01.2018	15.156,6	106,54K
02.01.2018	14.754,1	137,73K
01.01.2018	13.444,9	78,43K
31.12.2017	13.850,4	111,27K
30.12.2017	12.531,5	182,07K
29.12.2017	14.392,6	118,88K
28.12.2017	14.398,7	170,37K
27.12.2017	15.416,6	138,71K
26.12.2017	15.756,6	143,14K
25.12.2017	13.833,5	107,48K
24.12.2017	13.790,0	182,42K
23.12.2017	14.396,5	170,17K
22.12.2017	13.665,0	466,98K
21.12.2017	15.632,1	163,74K
20.12.2017	16.462,0	227,68K
19.12.2017	17.523,7	174,54K
18.12.2017	18.972,3	139,25K
17.12.2017	19.065,7	117,41K
16.12.2017	19.345,5	112,17K
15.12.2017	17.604,8	153,65K
14.12.2017	16.467,9	107,92K
13.12.2017	16.286,8	155,41K
12.12.2017	17.083,9	132,85K
11.12.2017	16.732,5	159,73K
10.12.2017	15.059,6	201,62K
09.12.2017	14.843,4	181,98K
08.12.2017	16.047,6	286,76K
07.12.2017	16.850,3	297,11K
06.12.2017	13.749,6	191,58K
05.12.2017	11.667,1	89,69K
04.12.2017	11.623,9	93,17K
03.12.2017	11.246,2	122,13K
02.12.2017	10.912,7	86,83K
01.12.2017	10.861,5	131,92K
30.11.2017	9.946,8	187,01K
29.11.2017	9.837,9	233,33K
28.11.2017	9.906,0	87,76K
27.11.2017	9.733,2	106,90K
26.11.2017	9.318,4	85,89K
25.11.2017	8.754,7	84,67K
24.11.2017	8.200,8	73,00K
23.11.2017	8.013,4	68,01K
22.11.2017	8.234,5	65,81K
21.11.2017	8.100,0	115,45K
20.11.2017	8.244,7	75,70K
19.11.2017	8.042,6	68,62K
18.11.2017	7.780,9	74,38K
17.11.2017	7.700,0	117,35K
16.11.2017	7.853,7	133,94K
15.11.2017	7.283,2	131,12K
14.11.2017	6.597,1	96,50K
13.11.2017	6.522,5	178,34K
12.11.2017	5.878,1	269,83K
11.11.2017	6.339,9	135,72K
10.11.2017	6.565,8	222,00K
09.11.2017	7.129,6	126,77K
08.11.2017	7.444,4	220,22K
07.11.2017	7.102,8	101,05K
06.11.2017	6.959,2	159,69K
05.11.2017	7.389,5	105,73K
04.11.2017	7.363,8	106,60K
03.11.2017	7.152,1	154,89K
02.11.2017	7.024,8	238,80K
01.11.2017	6.737,8	133,19K
31.10.2017	6.451,2	101,25K
30.10.2017	6.124,3	78,62K
29.10.2017	6.147,5	163,06K
28.10.2017	5.726,6	53,23K
27.10.2017	5.764,6	83,93K
26.10.2017	5.887,6	93,68K
25.10.2017	5.734,0	105,84K
24.10.2017	5.513,1	143,74K
23.10.2017	5.903,6	137,14K
22.10.2017	5.982,9	105,03K
21.10.2017	6.006,6	112,94K
20.10.2017	5.993,1	123,86K
19.10.2017	5.698,6	83,06K
18.10.2017	5.575,8	122,02K
17.10.2017	5.598,6	65,64K
16.10.2017	5.759,3	61,36K
15.10.2017	5.688,1	101,64K
14.10.2017	5.824,7	76,22K
13.10.2017	5.637,3	215,02K
12.10.2017	5.432,6	163,92K
11.10.2017	4.824,2	70,48K
10.10.2017	4.763,4	98,49K
09.10.2017	4.777,5	110,19K
08.10.2017	4.611,7	71,37K
07.10.2017	4.435,8	40,20K
06.10.2017	4.371,9	61,69K
05.10.2017	4.321,4	63,61K
04.10.2017	4.218,7	64,08K
03.10.2017	4.314,2	81,87K
02.10.2017	4.401,3	71,20K
01.10.2017	4.403,1	60,58K
30.09.2017	4.360,6	67,49K
29.09.2017	4.172,8	97,80K
28.09.2017	4.195,6	92,23K
27.09.2017	4.212,2	117,60K
26.09.2017	3.892,7	63,25K
25.09.2017	3.932,8	100,20K
24.09.2017	3.667,5	49,66K
23.09.2017	3.788,0	67,82K
22.09.2017	3.600,8	114,72K
21.09.2017	3.617,3	145,13K
20.09.2017	3.882,2	86,65K
19.09.2017	3.908,0	123,22K
18.09.2017	4.100,3	147,93K
17.09.2017	3.689,6	96,07K
16.09.2017	3.698,9	169,36K
15.09.2017	3.713,8	448,55K
14.09.2017	3.243,1	317,59K
13.09.2017	3.870,3	186,54K
12.09.2017	4.158,9	107,04K
11.09.2017	4.217,9	88,76K
10.09.2017	4.245,9	108,08K
09.09.2017	4.335,1	77,09K
08.09.2017	4.326,5	180,36K
07.09.2017	4.635,6	70,53K
06.09.2017	4.618,7	110,93K
05.09.2017	4.409,1	158,41K
04.09.2017	4.267,5	170,40K
03.09.2017	4.612,9	102,82K
02.09.2017	4.573,8	160,77K
01.09.2017	4.921,9	102,01K
31.08.2017	4.735,1	72,29K
30.08.2017	4.583,0	68,47K
29.08.2017	4.597,3	100,80K
28.08.2017	4.390,3	75,49K
27.08.2017	4.345,8	42,52K
26.08.2017	4.352,3	46,16K
25.08.2017	4.364,4	82,90K
24.08.2017	4.318,4	72,36K
23.08.2017	4.141,1	96,65K
22.08.2017	4.089,7	169,14K
21.08.2017	4.005,1	90,65K
20.08.2017	4.066,6	70,16K
19.08.2017	4.150,5	113,72K
18.08.2017	4.105,4	144,40K
17.08.2017	4.278,9	127,48K
16.08.2017	4.387,4	112,90K
15.08.2017	4.161,7	211,58K
14.08.2017	4.327,9	128,46K
13.08.2017	4.062,6	158,59K
12.08.2017	3.871,6	123,59K
11.08.2017	3.654,4	97,56K
10.08.2017	3.425,7	71,00K
09.08.2017	3.348,8	97,06K
08.08.2017	3.429,4	106,94K
07.08.2017	3.401,9	88,11K
06.08.2017	3.232,0	60,66K
05.08.2017	3.262,8	159,40K
04.08.2017	2.878,5	68,76K
03.08.2017	2.810,0	68,10K
02.08.2017	2.720,5	81,82K
01.08.2017	2.747,0	123,17K
31.07.2017	2.883,3	91,12K
30.07.2017	2.766,5	82,72K
29.07.2017	2.733,5	84,49K
28.07.2017	2.806,8	138,91K
27.07.2017	2.691,9	103,83K
26.07.2017	2.559,2	135,50K
25.07.2017	2.582,6	205,88K
24.07.2017	2.763,4	83,01K
23.07.2017	2.756,6	108,23K
22.07.2017	2.836,5	121,92K
21.07.2017	2.675,1	193,76K
20.07.2017	2.866,0	310,34K
19.07.2017	2.282,6	154,32K
18.07.2017	2.320,2	202,62K
17.07.2017	2.233,4	176,89K
16.07.2017	1.914,1	189,64K
15.07.2017	1.975,1	155,32K
14.07.2017	2.234,2	114,41K
13.07.2017	2.362,4	88,17K
12.07.2017	2.403,1	109,52K
11.07.2017	2.324,3	146,63K
10.07.2017	2.344,0	123,80K
09.07.2017	2.511,4	39,16K
08.07.2017	2.564,9	54,51K
07.07.2017	2.513,9	90,45K
06.07.2017	2.614,2	60,16K
05.07.2017	2.627,9	89,72K
04.07.2017	2.617,3	80,68K
03.07.2017	2.572,5	83,42K
02.07.2017	2.536,5	67,76K
01.07.2017	2.424,6	66,32K
30.06.2017	2.480,6	73,00K
29.06.2017	2.558,4	75,32K
28.06.2017	2.577,7	110,42K
27.06.2017	2.583,8	159,26K
26.06.2017	2.446,1	165,83K
25.06.2017	2.541,6	86,97K
24.06.2017	2.590,1	86,96K
23.06.2017	2.710,4	56,94K
22.06.2017	2.722,8	78,30K
21.06.2017	2.677,6	116,03K
20.06.2017	2.754,4	111,30K
19.06.2017	2.616,8	81,83K
18.06.2017	2.539,6	92,00K
17.06.2017	2.655,1	95,95K
16.06.2017	2.508,6	117,21K
15.06.2017	2.442,5	262,79K
14.06.2017	2.467,3	174,19K
13.06.2017	2.713,0	116,74K
12.06.2017	2.656,8	217,96K
11.06.2017	2.973,4	83,03K
10.06.2017	2.900,3	86,52K
09.06.2017	2.811,4	67,05K
08.06.2017	2.798,8	95,42K
07.06.2017	2.691,5	122,68K
06.06.2017	2.870,5	192,23K
05.06.2017	2.705,0	86,69K
04.06.2017	2.524,1	59,48K
03.06.2017	2.545,4	70,96K
02.06.2017	2.492,6	83,03K
01.06.2017	2.412,6	122,70K
31.05.2017	2.303,3	117,75K
30.05.2017	2.192,6	120,96K
29.05.2017	2.278,2	92,24K
28.05.2017	2.189,0	125,00K
27.05.2017	2.052,4	222,95K
26.05.2017	2.244,9	191,49K
25.05.2017	2.307,2	248,44K
24.05.2017	2.445,3	149,26K
23.05.2017	2.272,6	114,18K
22.05.2017	2.124,4	174,38K
21.05.2017	2.044,2	78,78K
20.05.2017	2.040,2	89,86K
19.05.2017	1.962,0	98,76K
18.05.2017	1.881,0	73,10K
17.05.2017	1.801,3	94,62K
16.05.2017	1.729,3	75,54K
15.05.2017	1.708,9	80,24K
14.05.2017	1.772,6	40,64K
13.05.2017	1.763,7	75,47K
12.05.2017	1.686,4	109,34K
11.05.2017	1.819,3	109,01K
10.05.2017	1.752,3	89,68K
09.05.2017	1.697,5	127,23K
08.05.2017	1.664,5	107,23K
07.05.2017	1.554,4	71,36K
06.05.2017	1.545,3	59,60K
05.05.2017	1.507,8	120,38K
04.05.2017	1.516,8	136,71K
03.05.2017	1.485,6	81,72K
02.05.2017	1.445,9	70,01K
01.05.2017	1.415,8	100,44K
30.04.2017	1.351,9	40,64K
29.04.2017	1.336,3	40,97K
28.04.2017	1.329,6	77,57K
27.04.2017	1.332,9	61,77K
26.04.2017	1.286,6	58,91K
25.04.2017	1.264,3	43,89K
24.04.2017	1.248,2	38,54K
23.04.2017	1.249,1	42,61K
22.04.2017	1.240,9	43,82K
21.04.2017	1.249,6	41,34K
20.04.2017	1.238,1	55,20K
19.04.2017	1.215,2	43,35K
18.04.2017	1.206,1	52,75K
17.04.2017	1.194,0	46,48K
16.04.2017	1.176,8	18,93K
15.04.2017	1.177,0	28,39K
14.04.2017	1.177,3	47,22K
13.04.2017	1.176,2	66,05K
12.04.2017	1.212,5	44,78K
11.04.2017	1.220,7	37,40K
10.04.2017	1.206,7	40,01K
09.04.2017	1.204,3	45,35K
08.04.2017	1.180,8	33,18K
07.04.2017	1.190,5	59,75K
06.04.2017	1.188,7	92,36K
05.04.2017	1.129,9	69,47K
04.04.2017	1.141,8	71,00K
03.04.2017	1.147,6	98,50K
02.04.2017	1.097,4	70,98K
01.04.2017	1.086,1	50,66K
31.03.2017	1.079,1	90,99K
30.03.2017	1.037,9	74,99K
29.03.2017	1.041,9	68,85K
28.03.2017	1.044,4	80,00K
27.03.2017	1.045,1	91,26K
26.03.2017	969,4	85,33K
25.03.2017	966,3	127,05K
24.03.2017	939,7	132,60K
23.03.2017	1.035,0	56,52K
22.03.2017	1.044,7	115,29K
21.03.2017	1.121,3	92,59K
20.03.2017	1.047,5	61,43K
19.03.2017	1.022,6	106,45K
18.03.2017	971,4	210,42K
17.03.2017	1.071,7	163,74K
16.03.2017	1.172,9	132,77K
15.03.2017	1.253,4	43,59K
14.03.2017	1.243,1	45,14K
13.03.2017	1.238,2	60,46K
12.03.2017	1.225,1	44,41K
11.03.2017	1.179,2	70,75K
10.03.2017	1.112,4	190,47K
09.03.2017	1.191,3	59,86K
08.03.2017	1.147,0	97,88K
07.03.2017	1.232,7	87,72K
06.03.2017	1.277,0	31,03K
05.03.2017	1.271,2	25,43K
04.03.2017	1.264,3	38,42K
03.03.2017	1.283,3	67,28K
02.03.2017	1.255,5	78,49K
01.03.2017	1.222,7	51,15K
28.02.2017	1.189,3	50,58K
27.02.2017	1.188,8	35,47K
26.02.2017	1.171,6	30,77K
25.02.2017	1.149,1	45,86K
24.02.2017	1.176,5	108,17K
23.02.2017	1.171,9	65,74K
22.02.2017	1.120,5	47,91K
21.02.2017	1.119,0	57,05K
20.02.2017	1.077,6	31,01K
19.02.2017	1.048,9	17,95K
18.02.2017	1.052,3	25,36K
17.02.2017	1.049,4	45,71K
16.02.2017	1.031,9	38,08K
15.02.2017	1.008,2	23,36K
14.02.2017	1.008,3	39,54K
13.02.2017	995,4	32,91K
12.02.2017	996,5	14,75K
11.02.2017	1.008,3	28,32K
10.02.2017	997,6	62,13K
09.02.2017	979,0	146,75K
08.02.2017	1.055,5	65,15K
07.02.2017	1.049,6	39,55K
06.02.2017	1.024,7	32,02K
05.02.2017	1.016,1	31,06K
04.02.2017	1.031,8	39,46K
03.02.2017	1.013,0	61,67K
02.02.2017	1.004,0	50,86K
01.02.2017	982,4	45,22K
31.01.2017	965,5	54,67K
30.01.2017	920,7	19,06K
29.01.2017	914,5	11,05K
28.01.2017	918,5	14,31K
27.01.2017	918,0	30,97K
26.01.2017	915,6	33,80K
25.01.2017	894,4	37,90K
24.01.2017	893,8	58,87K
23.01.2017	921,5	32,74K
22.01.2017	918,8	47,93K
21.01.2017	919,8	40,38K
20.01.2017	892,9	38,87K
19.01.2017	895,2	58,44K
18.01.2017	872,0	69,26K
17.01.2017	899,7	82,21K
16.01.2017	827,3	33,22K
15.01.2017	821,2	24,40K
14.01.2017	819,6	44,21K
13.01.2017	824,8	89,86K
12.01.2017	810,1	120,24K
11.01.2017	785,4	194,44K
10.01.2017	904,4	53,71K
09.01.2017	899,8	62,58K
08.01.2017	900,9	76,91K
07.01.2017	888,9	130,66K
06.01.2017	886,2	194,29K
05.01.2017	989,3	240,01K
04.01.2017	1.135,4	156,27K
03.01.2017	1.033,3	54,79K
02.01.2017	1.017,0	64,95K
01.01.2017	995,4	41,15K
31.12.2016	963,4	27,56K
30.12.2016	959,0	70,84K
29.12.2016	971,1	61,13K
28.12.2016	972,2	77,29K
27.12.2016	925,8	49,69K
26.12.2016	898,4	38,79K
25.12.2016	891,1	42,48K
24.12.2016	891,1	46,03K
23.12.2016	917,2	102,22K
22.12.2016	860,2	70,56K
21.12.2016	829,2	65,29K
20.12.2016	799,1	34,48K
19.12.2016	789,8	25,46K
18.12.2016	789,0	14,53K
17.12.2016	787,2	23,58K
16.12.2016	782,0	27,61K
15.12.2016	775,2	26,22K
14.12.2016	776,5	24,78K
13.12.2016	778,7	33,11K
12.12.2016	778,5	28,76K
11.12.2016	767,9	17,14K
10.12.2016	774,0	18,02K
09.12.2016	770,5	24,18K
08.12.2016	768,5	28,78K
07.12.2016	765,6	34,87K
06.12.2016	758,2	33,43K
05.12.2016	754,3	51,17K
04.12.2016	766,4	19,16K
03.12.2016	764,2	38,45K
02.12.2016	770,9	63,22K
01.12.2016	752,6	54,03K
30.11.2016	742,5	39,28K
29.11.2016	732,6	32,57K
28.11.2016	733,3	34,12K
27.11.2016	729,4	21,35K
26.11.2016	734,1	22,58K
25.11.2016	740,4	28,85K
24.11.2016	735,3	37,24K
23.11.2016	741,1	37,87K
22.11.2016	749,3	44,44K
21.11.2016	736,2	32,51K
20.11.2016	728,5	47,42K
19.11.2016	747,9	25,63K
18.11.2016	747,0	39,71K
17.11.2016	737,5	62,77K
16.11.2016	740,3	79,57K
15.11.2016	711,1	41,40K
14.11.2016	704,6	37,75K
13.11.2016	702,0	36,14K
12.11.2016	704,3	27,60K
11.11.2016	715,0	25,58K
10.11.2016	714,6	33,33K
09.11.2016	721,4	70,70K
08.11.2016	710,9	39,73K
07.11.2016	705,4	30,74K
06.11.2016	709,9	25,81K
05.11.2016	702,1	22,02K
04.11.2016	702,1	48,24K
03.11.2016	684,9	96,41K
02.11.2016	733,5	39,04K
01.11.2016	726,8	68,07K
31.10.2016	698,7	38,05K
30.10.2016	697,3	39,33K
29.10.2016	715,0	54,03K
28.10.2016	686,2	38,97K
27.10.2016	682,3	46,56K
26.10.2016	674,7	47,67K
25.10.2016	651,0	36,74K
24.10.2016	650,5	33,24K
23.10.2016	653,0	21,91K
22.10.2016	655,5	37,10K
21.10.2016	630,5	28,09K
20.10.2016	628,3	20,94K
19.10.2016	629,1	35,29K
18.10.2016	635,3	24,60K
17.10.2016	637,4	27,69K
16.10.2016	640,1	12,89K
15.10.2016	637,0	12,38K
14.10.2016	637,9	31,42K
13.10.2016	635,6	25,62K
12.10.2016	636,0	26,95K
11.10.2016	640,5	55,77K
10.10.2016	617,3	25,23K
09.10.2016	615,8	13,43K
08.10.2016	617,7	13,62K
07.10.2016	616,0	32,73K
06.10.2016	611,0	21,63K
05.10.2016	611,8	23,40K
04.10.2016	609,0	24,99K
03.10.2016	611,6	21,95K
02.10.2016	610,7	16,54K
01.10.2016	613,4	16,93K
30.09.2016	608,1	23,95K
29.09.2016	604,7	25,32K
28.09.2016	604,7	18,94K
27.09.2016	605,5	25,55K
26.09.2016	606,5	27,51K
25.09.2016	601,5	13,28K
24.09.2016	602,6	13,47K
23.09.2016	602,9	25,92K
22.09.2016	595,6	22,44K
21.09.2016	597,2	36,86K
20.09.2016	609,2	22,61K
19.09.2016	609,8	21,24K
18.09.2016	610,7	16,33K
17.09.2016	607,1	15,89K
16.09.2016	607,8	21,85K
15.09.2016	608,1	22,69K
14.09.2016	609,5	24,24K
13.09.2016	608,6	27,52K
12.09.2016	608,0	27,95K
11.09.2016	605,6	36,54K
10.09.2016	624,5	15,28K
09.09.2016	623,2	28,33K
08.09.2016	625,6	36,33K
07.09.2016	613,2	30,03K
06.09.2016	610,4	24,33K
05.09.2016	605,8	25,29K
04.09.2016	609,5	30,69K
03.09.2016	598,8	35,70K
02.09.2016	575,3	26,61K
01.09.2016	572,0	25,87K
31.08.2016	573,9	24,93K
30.08.2016	577,3	27,48K
29.08.2016	574,2	23,86K
28.08.2016	575,0	12,83K
27.08.2016	570,3	18,69K
26.08.2016	579,4	21,17K
25.08.2016	578,0	32,73K
24.08.2016	579,7	28,06K
23.08.2016	583,6	32,08K
22.08.2016	587,5	33,56K
21.08.2016	580,7	14,16K
20.08.2016	582,6	23,12K
19.08.2016	574,6	25,53K
18.08.2016	573,4	30,39K
17.08.2016	572,3	32,76K
16.08.2016	580,2	37,69K
15.08.2016	567,0	33,77K
14.08.2016	569,1	33,07K
13.08.2016	584,6	19,30K
12.08.2016	587,1	25,50K
11.08.2016	587,8	39,83K
10.08.2016	590,9	49,57K
09.08.2016	585,3	25,97K
08.08.2016	589,2	24,88K
07.08.2016	590,8	26,20K
06.08.2016	586,5	25,38K
05.08.2016	574,7	27,89K
04.08.2016	576,2	44,82K
03.08.2016	566,4	85,93K
02.08.2016	513,4	130,91K
01.08.2016	607,0	66,66K
31.07.2016	621,9	62,89K
30.07.2016	654,7	19,35K
29.07.2016	655,4	27,04K
28.07.2016	654,1	28,11K
27.07.2016	654,5	29,89K
26.07.2016	654,4	49,39K
25.07.2016	654,0	34,38K
24.07.2016	659,3	29,82K
23.07.2016	655,2	29,89K
22.07.2016	651,1	65,90K
21.07.2016	664,6	32,17K
20.07.2016	664,4	37,56K
19.07.2016	671,1	30,40K
18.07.2016	670,4	42,58K
17.07.2016	676,3	46,84K
16.07.2016	660,7	20,39K
15.07.2016	664,2	35,83K
14.07.2016	657,3	48,20K
13.07.2016	661,2	62,96K
12.07.2016	670,6	66,59K
11.07.2016	646,7	45,94K
10.07.2016	647,1	29,26K
09.07.2016	651,8	96,01K
08.07.2016	662,8	75,89K
07.07.2016	635,3	153,61K
06.07.2016	672,7	47,05K
05.07.2016	663,7	54,64K
04.07.2016	675,2	63,91K
03.07.2016	661,6	99,27K
02.07.2016	698,1	67,38K
01.07.2016	674,6	92,23K
30.06.2016	670,0	88,20K
29.06.2016	636,5	80,22K
28.06.2016	644,9	76,66K
27.06.2016	644,7	99,81K
26.06.2016	625,4	88,93K
25.06.2016	663,5	100,46K
24.06.2016	656,9	196,69K
23.06.2016	620,8	261,74K
22.06.2016	590,6	202,32K
21.06.2016	667,4	248,08K
20.06.2016	734,0	112,29K
19.06.2016	761,0	60,45K
18.06.2016	753,8	120,53K
17.06.2016	743,9	215,87K
16.06.2016	761,2	229,57K
15.06.2016	690,8	78,62K
14.06.2016	685,1	135,65K
13.06.2016	700,1	216,73K
12.06.2016	666,5	217,38K
11.06.2016	591,6	42,22K
10.06.2016	577,9	45,50K
09.06.2016	574,7	48,61K
08.06.2016	580,5	49,60K
07.06.2016	575,6	84,69K
06.06.2016	583,6	63,68K
05.06.2016	574,9	64,52K
04.06.2016	572,0	87,41K
03.06.2016	567,0	106,25K
02.06.2016	537,1	52,88K
01.06.2016	537,4	72,41K
31.05.2016	528,9	114,08K
30.05.2016	532,3	77,53K
29.05.2016	516,0	152,57K
28.05.2016	524,2	150,17K
27.05.2016	474,0	135,68K
26.05.2016	453,3	37,72K
25.05.2016	449,8	37,72K
24.05.2016	446,1	33,22K
23.05.2016	443,7	35,90K
22.05.2016	439,6	28,74K
21.05.2016	443,6	23,00K
20.05.2016	442,1	48,43K
19.05.2016	442,7	59,39K
18.05.2016	454,2	32,61K
17.05.2016	453,3	34,63K
16.05.2016	454,9	36,60K
15.05.2016	458,1	21,20K
14.05.2016	456,4	20,36K
13.05.2016	455,4	32,39K
12.05.2016	454,4	49,19K
11.05.2016	452,5	39,97K
10.05.2016	449,4	59,99K
09.05.2016	460,4	48,42K
08.05.2016	457,9	27,60K
07.05.2016	458,5	30,97K
06.05.2016	459,6	68,43K
05.05.2016	448,1	41,89K
04.05.2016	445,8	39,44K
03.05.2016	450,3	49,75K
02.05.2016	444,2	73,85K
01.05.2016	452,2	21,75K
30.04.2016	448,5	35,31K
29.04.2016	455,0	44,85K
28.04.2016	448,5	81,94K
27.04.2016	447,0	90,81K
26.04.2016	466,0	67,56K
25.04.2016	461,7	81,66K
24.04.2016	457,6	74,43K
23.04.2016	450,1	42,36K
22.04.2016	445,3	49,71K
21.04.2016	449,3	63,13K
20.04.2016	441,2	74,36K
19.04.2016	434,9	45,68K
18.04.2016	427,7	32,58K
17.04.2016	426,3	25,59K
16.04.2016	430,0	29,02K
15.04.2016	428,7	54,12K
14.04.2016	424,0	30,66K
13.04.2016	423,5	38,09K
12.04.2016	424,7	57,71K
11.04.2016	421,4	36,39K
10.04.2016	420,3	23,30K
09.04.2016	418,0	29,43K
08.04.2016	417,7	46,95K
07.04.2016	420,1	36,06K
06.04.2016	421,3	32,67K
05.04.2016	422,1	40,89K
04.04.2016	419,3	33,44K
03.04.2016	419,1	22,80K
02.04.2016	418,5	31,31K
01.04.2016	415,6	38,22K
31.03.2016	415,7	41,84K
30.03.2016	412,4	43,28K
29.03.2016	415,0	69,11K
28.03.2016	422,2	43,45K
27.03.2016	424,6	61,72K
26.03.2016	416,5	28,06K
25.03.2016	415,7	34,59K
